dataset,model,label,ndcg,platform,provider,civic,jsd_raw,ild_raw,geo_ild_km_raw,poplift_raw,gini_raw
foursquaretky,LightGCN,baseline,0.12392636207664753,0.7644571117749196,0.8706998203055384,0.2299063990189477,0.23554288822508043,0.8706998203055384,4.550582818480076,1.384540630860073,0.9214406633269996
