dataset,model,label,ndcg,platform,provider,civic,jsd_raw,ild_raw,geo_ild_km_raw,poplift_raw,gini_raw
yelpphl,LightGCN,baseline,0.05350625545253814,0.7658460389796666,0.8718840568345928,0.15092182979880486,0.2341539610203334,0.8718840568345928,1.89030138504929,1.234780346126297,0.908680850266528
